superEasy
2398.45999999998	2398.45999999998	2
4317.22799999993	4317.22799999993	0
6235.99599999988	6235.99599999988	2
8154.76399999982	8154.76399999982	0
10073.5319999998	10073.5319999998	0
11992.2999999997	11992.2999999997	2
13911.0679999997	13911.0679999997	0
15829.8359999996	15829.8359999996	2
17748.6039999995	17748.6039999995	0
19667.3719999995	19667.3719999995	0
21586.1399999994	21586.1399999994	2
23504.9079999994	23504.9079999994	2
25423.6759999993	25423.6759999993	0
27342.4439999993	27342.4439999993	0
29261.2119999992	29261.2119999992	2
31179.9799999992	31179.9799999992	2
33098.7479999991	33098.7479999991	0
35017.5159999991	35017.5159999991	0
36936.283999999	36936.283999999	2
38855.0519999989	38855.0519999989	2
40773.8199999989	40773.8199999989	0
42692.5879999988	42692.5879999988	0
44611.3559999988	44611.3559999988	2
46530.1239999987	46530.1239999987	2
48448.8919999987	48448.8919999987	0
50367.6599999986	50367.6599999986	0
52286.4279999986	52286.4279999986	2
54205.1959999985	54205.1959999985	0
56123.9639999985	56123.9639999985	2
58042.7319999984	58042.7319999984	0
59962.4993583317	59962.4993583317	2
61880.2679999983	61880.2679999983	0
63799.0359999982	63799.0359999982	2
65717.8039999982	65717.8039999982	0
67636.5719999981	67636.5719999981	0
69555.3399999981	69555.3399999981	2
71474.107999998	71474.107999998	0
73392.875999998	73392.875999998	0
75311.6439999979	75311.6439999979	0
77230.4119999979	77230.4119999979	0
79149.1799999978	79149.1799999978	0
81067.9479999978	81067.9479999978	2
82986.7159999977	82986.7159999977	0
84905.4839999977	84905.4839999977	0
86824.2519999977	86824.2519999977	2
88743.0199999976	88743.0199999976	2
90661.7879999976	90661.7879999976	0
92580.5559999975	92580.5559999975	2
94499.3239999975	94499.3239999975	0
96418.0919999974	96418.0919999974	0
98336.8599999974	98336.8599999974	0
100255.627999997	100255.627999997	2
102174.395999997	102174.395999997	0
104093.163999997	104093.163999997	0
106011.931999997	106011.931999997	2
107930.699999997	107930.699999997	2
109849.467999997	109849.467999997	0
111768.235999997	111768.235999997	2
113687.003999997	113687.003999997	0
115605.771999997	115605.771999997	0
117524.539999997	117524.539999997	0
119443.307999997	119443.307999997	2
121362.075999997	121362.075999997	0
123280.843999997	123280.843999997	0
125199.611999997	125199.611999997	2
127118.379999997	127118.379999997	2
129037.147999997	129037.147999997	0
130955.915999997	130955.915999997	2
132874.683999997	132874.683999997	0
134793.451999996	134793.451999996	0
136712.219999996	136712.219999996	0
138630.987999996	138630.987999996	2
140549.755999996	140549.755999996	0
142468.523999996	142468.523999996	0
144387.291999996	144387.291999996	2
146306.059999996	146306.059999996	2
148224.827999996	148224.827999996	0
150143.595999996	150143.595999996	2
152062.363999996	152062.363999996	0
153981.131999996	153981.131999996	0
155899.899999996	155899.899999996	0
157818.667999996	157818.667999996	2
159737.435999996	159737.435999996	0
161656.203999996	161656.203999996	0
163574.971999996	163574.971999996	2
165493.739999996	165493.739999996	2
167412.507999996	167412.507999996	0
169331.275999996	169331.275999996	2
171250.043999996	171250.043999996	0
173168.811999996	173168.811999996	0
175087.579999995	175087.579999995	0
177006.347999995	177006.347999995	2
178925.115999995	178925.115999995	0
180843.883999995	180843.883999995	0
182762.651999995	182762.651999995	2
184681.419999995	184681.419999995	2
186600.187999995	186600.187999995	0
188518.955999995	188518.955999995	2
190437.723999995	190437.723999995	0
192356.491999995	192356.491999995	0
194275.259999995	194275.259999995	0
196194.027999995	196194.027999995	2
198112.795999995	198112.795999995	0
200031.563999995	200031.563999995	0
201950.331999995	201950.331999995	2
203869.099999995	203869.099999995	2
205787.867999995	205787.867999995	0
207706.635999995	207706.635999995	2
209625.403999995	209625.403999995	0
211544.171999995	211544.171999995	0
213462.939999995	213462.939999995	0
215381.707999994	215381.707999994	2
217300.475999994	217300.475999994	0
219219.243999994	219219.243999994	0
221138.011999994	221138.011999994	2
223056.779999994	223056.779999994	2
224975.547999994	224975.547999994	0
226894.315999994	226894.315999994	2
228813.083999994	228813.083999994	0
